strain	species	date	region	country	location	host	group	collector	authors	title	journal	paper url
15/SAZP8	Pst	2015	Africa	South Africa	unknown	Unknown	Triticum aestivum	Unknown	van Schalkwyk et al., 2021	Pathogenomic analyses of Puccinia striiformis f. sp. tritici supports a close genetic relationship between South and East Africa	Plant Pathology (2)	https://doi.org/10.1111/ppa.13468 
15/SAZP9	Pst	2015	Africa	South Africa	unknown	Unknown	Triticum aestivum	Unknown	van Schalkwyk et al., 2021	Pathogenomic analyses of Puccinia striiformis f. sp. tritici supports a close genetic relationship between South and East Africa	Plant Pathology (2)	https://doi.org/10.1111/ppa.13468 
18.0167	Pst	25/05/2018	Africa	South Africa	Bloemfontein	JIC871	Triticum aestivum	Unknown	Boshoff et al., 2020	First Report of Puccinia striiformis f. sp. tritici, Causing Stripe Rust of Wheat, in Zimbabwe	Plant Disease	https://doi.org/10.1094/PDIS-07-19-1395-PDN
18.0171	Pst	04/11/2018	Africa	South Africa	Western Cape	Palmiet	Triticum aestivum	Unknown	Boshoff et al., 2020	First Report of Puccinia striiformis f. sp. tritici, Causing Stripe Rust of Wheat, in Zimbabwe	Plant Disease	https://doi.org/10.1094/PDIS-07-19-1395-PDN
18.0172	Pst	04/11/2018	Africa	South Africa	Sutherland	Wild Rye	Secale cereale	Unknown	Boshoff et al., 2020	First Report of Puccinia striiformis f. sp. tritici, Causing Stripe Rust of Wheat, in Zimbabwe	Plant Disease	https://doi.org/10.1094/PDIS-07-19-1395-PDN
18.0173	Pst	04/11/2018	Africa	South Africa	Free State	Unknown	Triticum aestivum	Unknown	Boshoff et al., 2020	First Report of Puccinia striiformis f. sp. tritici, Causing Stripe Rust of Wheat, in Zimbabwe	Plant Disease	https://doi.org/10.1094/PDIS-07-19-1395-PDN
18.0175	Pst	04/11/2018	Africa	South Africa	Free State	Hugenoot	Triticum aestivum	Unknown	Boshoff et al., 2020	First Report of Puccinia striiformis f. sp. tritici, Causing Stripe Rust of Wheat, in Zimbabwe	Plant Disease	https://doi.org/10.1094/PDIS-07-19-1395-PDN
18.0177	Pst	04/11/2018	Africa	South Africa	Northern Cape	Unknown	Triticum aestivum	Unknown	Boshoff et al., 2020	First Report of Puccinia striiformis f. sp. tritici, Causing Stripe Rust of Wheat, in Zimbabwe	Plant Disease	https://doi.org/10.1094/PDIS-07-19-1395-PDN
14.0072	Pst	03/07/2014	Europe	Spain	Garinoain	Trigo camargo	PstS7	Pedro Liberol	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
15.0078	Pst	07/05/2015	Europe	Sweden	Osterlen	Primus	PstS8	Tina Henriksson	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
16.0182	Pst	25/05/2016	Europe	Sweden	Svalov	Kranich	PstS8	Tina Henriksen	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
16.0183	Pst	26/05/2016	Europe	Sweden	Svalov	Hereford	PstS8	Tina Henriksen	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
16.0186	Pst	26/05/2016	Europe	Sweden	Svalov	Linus	PstS8	Tina Henriksen	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
17.0028	Pst	30/05/2017	Europe	Sweden	Sanby	Linz	PstS8	Tina Henriksson	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
17.0029	Pst	30/05/2017	Europe	Sweden	Sanby	Linz	PstS8	Tina Henriksson	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
17.0030	Pst	02/06/2017	Europe	Sweden	Svalov	Kranich	PstS8	Tina Henriksson	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
17.0031	Pst	02/06/2017	Europe	Sweden	Svalov	Norin	PstS8	Tina Henriksson	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
17.0089	Pst	15/06/2017	Europe	Sweden	Svalov	Kranich	PstS8	Tina Henriksson	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
17.0090	Pst	15/06/2017	Europe	Sweden	Svalov	555012	PstS8	Tina Henriksson	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
14.0101	Pst	24/05/2014	Asia	Turkey	unknown	Unknown	PstS7	Dario	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
17.0286	Pst	2017	Europe	UK	unknown	Unknown	Other	Unknown	Radhakrishnan et al., 2019	Mobile and real-time plant disease (MARPLE) diagnostics for strain-level identification of complex fungal pathogens	BMC Biology	https://www.ncbi.nlm.nih.gov/pubmed/31405370
13/22	Pst	13/06/2013	Europe	UK	Boothby Graffoe, Lincolnshire	Solstice	PstS10	Unknown	Hubbard et al., 2015	Field pathogenomics reveals the emergence of a diverse wheat yellow rust population	Genome Biol. (1): 23 (2015)	https://genomebiology.biomedcentral.com/articles/10.1186/s13059-015-0590-8
13/23	Pst	13/06/2013	Europe	UK	Boothby Graffoe, Lincolnshire	KWS Santiago	Cluster 3 (Hubbard et al., 2015)	Unknown	Hubbard et al., 2015	Field pathogenomics reveals the emergence of a diverse wheat yellow rust population	Genome Biol. (1): 23 (2015)	https://genomebiology.biomedcentral.com/articles/10.1186/s13059-015-0590-8
13/24	Pst	13/06/2013	Europe	UK	Boothby Graffoe, Lincolnshire	KWS Kielder	PstS10	Unknown	Hubbard et al., 2015	Field pathogenomics reveals the emergence of a diverse wheat yellow rust population	Genome Biol. (1): 23 (2015)	https://genomebiology.biomedcentral.com/articles/10.1186/s13059-015-0590-8
13/25	Pst	13/06/2013	Europe	UK	Boothby Graffoe, Lincolnshire	KWS Dali	PstS10	Unknown	Hubbard et al., 2015	Field pathogenomics reveals the emergence of a diverse wheat yellow rust population	Genome Biol. (1): 23 (2015)	https://genomebiology.biomedcentral.com/articles/10.1186/s13059-015-0590-8
13/26	Pst	12/06/2013	Europe	UK	Cirencester, Gloucestershire	Horatio	PstS7	Unknown	Hubbard et al., 2015	Field pathogenomics reveals the emergence of a diverse wheat yellow rust population	Genome Biol. (1): 23 (2015)	https://genomebiology.biomedcentral.com/articles/10.1186/s13059-015-0590-8
13/27	Pst	12/06/2013	Europe	UK	Cirencester, Gloucestershire	Oakley	PstS7	Unknown	Hubbard et al., 2015	Field pathogenomics reveals the emergence of a diverse wheat yellow rust population	Genome Biol. (1): 23 (2015)	https://genomebiology.biomedcentral.com/articles/10.1186/s13059-015-0590-8
13/28	Pst	12/06/2013	Europe	UK	Cirencester, Gloucestershire	Solstice	PstS10	Unknown	Hubbard et al., 2015	Field pathogenomics reveals the emergence of a diverse wheat yellow rust population	Genome Biol. (1): 23 (2015)	https://genomebiology.biomedcentral.com/articles/10.1186/s13059-015-0590-8
13/29	Pst	14/06/2013	Europe	UK	Oxfordshire	Solstice	PstS10	Unknown	Hubbard et al., 2015	Field pathogenomics reveals the emergence of a diverse wheat yellow rust population	Genome Biol. (1): 23 (2015)	https://genomebiology.biomedcentral.com/articles/10.1186/s13059-015-0590-8
13/32	Pst	14/06/2013	Europe	UK	Welbourne, Lincolnshire	ReR04	PstS10	Unknown	Hubbard et al., 2015	Field pathogenomics reveals the emergence of a diverse wheat yellow rust population	Genome Biol. (1): 23 (2015)	https://genomebiology.biomedcentral.com/articles/10.1186/s13059-015-0590-8
13/33	Pst	14/06/2013	Europe	UK	Welbourne, Lincolnshire	Recital	Cluster 3 (Hubbard et al., 2015)	Unknown	Hubbard et al., 2015	Field pathogenomics reveals the emergence of a diverse wheat yellow rust population	Genome Biol. (1): 23 (2015)	https://genomebiology.biomedcentral.com/articles/10.1186/s13059-015-0590-8
13/34	Pst	14/06/2013	Europe	UK	Welbourne, Lincolnshire	ReR32	PstS10	Unknown	Hubbard et al., 2015	Field pathogenomics reveals the emergence of a diverse wheat yellow rust population	Genome Biol. (1): 23 (2015)	https://genomebiology.biomedcentral.com/articles/10.1186/s13059-015-0590-8
13/35	Pst	14/06/2013	Europe	UK	Welbourne, Lincolnshire	ReR64	PstS10	Unknown	Hubbard et al., 2015	Field pathogenomics reveals the emergence of a diverse wheat yellow rust population	Genome Biol. (1): 23 (2015)	https://genomebiology.biomedcentral.com/articles/10.1186/s13059-015-0590-8
13/36	Pst	14/06/2013	Europe	UK	Welbourne, Lincolnshire	Allez-Y	PstS10	Unknown	Hubbard et al., 2015	Field pathogenomics reveals the emergence of a diverse wheat yellow rust population	Genome Biol. (1): 23 (2015)	https://genomebiology.biomedcentral.com/articles/10.1186/s13059-015-0590-8
13/37	Pst	14/06/2013	Europe	UK	Welbourne, Lincolnshire	ReR110	PstS10	Unknown	Hubbard et al., 2015	Field pathogenomics reveals the emergence of a diverse wheat yellow rust population	Genome Biol. (1): 23 (2015)	https://genomebiology.biomedcentral.com/articles/10.1186/s13059-015-0590-8
13/38	Pst	14/06/2013	Europe	UK	Welbourne, Lincolnshire	ReR138	Cluster 3 (Hubbard et al., 2015)	Unknown	Hubbard et al., 2015	Field pathogenomics reveals the emergence of a diverse wheat yellow rust population	Genome Biol. (1): 23 (2015)	https://genomebiology.biomedcentral.com/articles/10.1186/s13059-015-0590-8
13/39	Pst	14/06/2013	Europe	UK	Welbourne, Lincolnshire	Toisandor	PstS10	Unknown	Hubbard et al., 2015	Field pathogenomics reveals the emergence of a diverse wheat yellow rust population	Genome Biol. (1): 23 (2015)	https://genomebiology.biomedcentral.com/articles/10.1186/s13059-015-0590-8
78/66	Pst	1978	Europe	UK	unknown	Unknown	UK 1978-2011	Unknown	Hubbard et al., 2015	Field pathogenomics reveals the emergence of a diverse wheat yellow rust population	Genome Biol. (1): 23 (2015)	https://genomebiology.biomedcentral.com/articles/10.1186/s13059-015-0590-8
03/07	Pst	2003	Europe	UK	unknown	Brock	UK 1978-2011	Unknown	Hubbard et al., 2015	Field pathogenomics reveals the emergence of a diverse wheat yellow rust population	Genome Biol. (1): 23 (2015)	https://genomebiology.biomedcentral.com/articles/10.1186/s13059-015-0590-8
11/08	Pst	2011	Europe	UK	Lincolnshire	Warrior	UK 1978-2011	Unknown	Hubbard et al., 2015	Field pathogenomics reveals the emergence of a diverse wheat yellow rust population	Genome Biol. (1): 23 (2015)	https://genomebiology.biomedcentral.com/articles/10.1186/s13059-015-0590-8
11/128	Pst	2011	Europe	UK	unknown	Unknown	UK 1978-2011	Unknown	Hubbard et al., 2015	Field pathogenomics reveals the emergence of a diverse wheat yellow rust population	Genome Biol. (1): 23 (2015)	https://genomebiology.biomedcentral.com/articles/10.1186/s13059-015-0590-8
11/13	Pst	2011	Europe	UK	unknown	Unknown	UK 1978-2011	Unknown	Hubbard et al., 2015	Field pathogenomics reveals the emergence of a diverse wheat yellow rust population	Genome Biol. (1): 23 (2015)	https://genomebiology.biomedcentral.com/articles/10.1186/s13059-015-0590-8
11/140	Pst	2011	Europe	UK	Bedfordshire	KWS Sterling	UK 1978-2011	Unknown	Hubbard et al., 2015	Field pathogenomics reveals the emergence of a diverse wheat yellow rust population	Genome Biol. (1): 23 (2015)	https://genomebiology.biomedcentral.com/articles/10.1186/s13059-015-0590-8
13/12	Pst	05/06/2013	Europe	UK	Caythorpe, Lincolnshire	RW41088	PstS10	Unknown	Hubbard et al., 2015	Field pathogenomics reveals the emergence of a diverse wheat yellow rust population	Genome Biol. (1): 23 (2015)	https://genomebiology.biomedcentral.com/articles/10.1186/s13059-015-0590-8
13/120	Pst	03/07/2013	Europe	UK	Caythorpe, Lincolnshire	Ambition	PstS7	Unknown	Hubbard et al., 2015	Field pathogenomics reveals the emergence of a diverse wheat yellow rust population	Genome Biol. (1): 23 (2015)	https://genomebiology.biomedcentral.com/articles/10.1186/s13059-015-0590-8
13/123	Pst	03/07/2013	Europe	UK	Boston, Lincolnshire	Ambition	PstS7	Unknown	Hubbard et al., 2015	Field pathogenomics reveals the emergence of a diverse wheat yellow rust population	Genome Biol. (1): 23 (2015)	https://genomebiology.biomedcentral.com/articles/10.1186/s13059-015-0590-8
13/14	Pst	05/06/2013	Europe	UK	Boston, Lincolnshire	Ambition	PstS7	Unknown	Hubbard et al., 2015	Field pathogenomics reveals the emergence of a diverse wheat yellow rust population	Genome Biol. (1): 23 (2015)	https://genomebiology.biomedcentral.com/articles/10.1186/s13059-015-0590-8
13/15	Pst	05/06/2013	Europe	UK	Mendlesham, Suffolk	Oakley	PstS10	Unknown	Hubbard et al., 2015	Field pathogenomics reveals the emergence of a diverse wheat yellow rust population	Genome Biol. (1): 23 (2015)	https://genomebiology.biomedcentral.com/articles/10.1186/s13059-015-0590-8
13/18	Pst	05/06/2013	Europe	UK	Mendlesham, Suffolk	Torch	PstS7	Unknown	Hubbard et al., 2015	Field pathogenomics reveals the emergence of a diverse wheat yellow rust population	Genome Biol. (1): 23 (2015)	https://genomebiology.biomedcentral.com/articles/10.1186/s13059-015-0590-8
13/182	Pst	2013	Europe	UK	Unknown	KWS196	PstS7	Unknown	Hubbard et al., 2015	Field pathogenomics reveals the emergence of a diverse wheat yellow rust population	Genome Biol. (1): 23 (2015)	https://genomebiology.biomedcentral.com/articles/10.1186/s13059-015-0590-8
13/19	Pst	05/06/2013	Europe	UK	Mendlesham, Suffolk	Crusoe	Cluster 3 (Hubbard et al., 2015)	Unknown	Hubbard et al., 2015	Field pathogenomics reveals the emergence of a diverse wheat yellow rust population	Genome Biol. (1): 23 (2015)	https://genomebiology.biomedcentral.com/articles/10.1186/s13059-015-0590-8
13/20	Pst	06/06/2013	Europe	UK	Sutton Scotney, Hampshire	LGW56 (Panacea)	PstS7	Unknown	Hubbard et al., 2015	Field pathogenomics reveals the emergence of a diverse wheat yellow rust population	Genome Biol. (1): 23 (2015)	https://genomebiology.biomedcentral.com/articles/10.1186/s13059-015-0590-8
13/21	Pst	2013	Europe	UK	Terrington St Clement, Norfolk	KWS Rowan	PstS10	Unknown	Hubbard et al., 2015	Field pathogenomics reveals the emergence of a diverse wheat yellow rust population	Genome Biol. (1): 23 (2015)	https://genomebiology.biomedcentral.com/articles/10.1186/s13059-015-0590-8
13/30	Pst	14/06/2013	Europe	UK	Welbourne, Lincolnshire	Solstice	Cluster 3 (Hubbard et al., 2015)	Unknown	Hubbard et al., 2015	Field pathogenomics reveals the emergence of a diverse wheat yellow rust population	Genome Biol. (1): 23 (2015)	https://genomebiology.biomedcentral.com/articles/10.1186/s13059-015-0590-8
13/40	Pst	14/06/2013	Europe	UK	Welbourne, Lincolnshire	Fairplay	PstS10	Unknown	Hubbard et al., 2015	Field pathogenomics reveals the emergence of a diverse wheat yellow rust population	Genome Biol. (1): 23 (2015)	https://genomebiology.biomedcentral.com/articles/10.1186/s13059-015-0590-8
13/42	Pst	14/06/2013	Europe	UK	Welbourne, Lincolnshire	Audace	Cluster 3 (Hubbard et al., 2015)	Unknown	Hubbard et al., 2015	Field pathogenomics reveals the emergence of a diverse wheat yellow rust population	Genome Biol. (1): 23 (2015)	https://genomebiology.biomedcentral.com/articles/10.1186/s13059-015-0590-8
13/52	Pst	07/07/2013	Europe	UK	NIAB HQ, Cambridgeshire	Warrior	PstS7	Unknown	Hubbard et al., 2015	Field pathogenomics reveals the emergence of a diverse wheat yellow rust population	Genome Biol. (1): 23 (2015)	https://genomebiology.biomedcentral.com/articles/10.1186/s13059-015-0590-8
13/65	Pst	18/06/2013	Europe	UK	Cambridgeshire	Claire	PstS7	Unknown	Hubbard et al., 2015	Field pathogenomics reveals the emergence of a diverse wheat yellow rust population	Genome Biol. (1): 23 (2015)	https://genomebiology.biomedcentral.com/articles/10.1186/s13059-015-0590-8
13/71	Pst	19/06/2013	Europe	UK	Headley Hall, North Yorkshire	Laurier	PstS10	Unknown	Hubbard et al., 2015	Field pathogenomics reveals the emergence of a diverse wheat yellow rust population	Genome Biol. (1): 23 (2015)	https://genomebiology.biomedcentral.com/articles/10.1186/s13059-015-0590-8
14.0017	Pst	21/02/2014	Europe	UK	Sutton Scotney, Hampshire	Victo	PstS10	Amelia Hubbard	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0018	Pst	21/02/2014	Europe	UK	Sutton Scotney, Hampshire	Oakley	PstS10	Amelia Hubbard	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0019	Pst	07/03/2014	Europe	UK	unknown	Panorama	PstS10	Amelia Hubbard	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0020	Pst	07/03/2014	Europe	UK	unknown	Target	PstS10	Amelia Hubbard	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0021	Pst	18/03/2014	Europe	UK	unknown	Unknown Spreader	PstS10	Amelia Hubbard	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0023	Pst	2014	Europe	UK	unknown	Cocoon	PstS10	Amelia Hubbard	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0105	Pst	13/06/2014	Europe	UK	Morley, Norfolk	Kranich	PstS10	James Brown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0126	Pst	June 2014	Europe	UK	Bridgend	Vuka	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0127	Pst	July 2014	Europe	UK	unknown	Vuka	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0128	Pst	August 2014	Europe	UK	Bishop Burton, East Yorkshire	Vuka	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0129	Pst	23/06/2014	Europe	UK	Broughton, Hampshire	Panacea	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0135	Pst	23/06/2014	Europe	UK	Humbie, East Lothian	KWS Kielder	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0139	Pst	23/06/2014	Europe	UK	Wolferton, Norfolk	Jorvik	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0140	Pst	23/06/2014	Europe	UK	Humbie, East Lothian	LGW65 (Energise)	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0141	Pst	23/06/2014	Europe	UK	Wolferton, Norfolk	KWS Santiago	Cluster 3 (Hubbard et al., 2015)	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0142	Pst	23/06/2014	Europe	UK	Humbie, East Lothian	JB Diego	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0145	Pst	28/04/2014	Europe	UK	York, North Yorkshire	Solstice	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0146	Pst	28/04/2014	Europe	UK	York, North Yorkshire	KWS Kielder	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0148	Pst	01/04/2014	Europe	UK	Morley, Norfolk	Victo	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0151	Pst	23/01/2014	Europe	UK	Caythorpe, Lincolnshire	Oakley	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0152	Pst	23/01/2014	Europe	UK	Caythorpe, Lincolnshire	Victo	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0153	Pst	13/01/2014	Europe	UK	Titchmarsh, Northamptonshire	Claire	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0155	Pst	December 2013	Europe	UK	Wallingford, Oxfordshire	KWS Kielder	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0158	Pst	23/01/2014	Europe	UK	Streatley	Solstice	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0159	Pst	23/01/2014	Europe	UK	Caythorpe, Lincolnshire	Claire	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0160	Pst	23/01/2014	Europe	UK	Caythorpe, Lincolnshire	Robigus	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0163	Pst	23/05/2014	Europe	UK	Canterbury, Kent	Cordiale	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0165	Pst	23/05/2014	Europe	UK	Canterbury, Kent	Solstice	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0166	Pst	06/05/2014	Europe	UK	Caythorpe, Lincolnshire	Solstice	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0167	Pst	06/05/2014	Europe	UK	Caythorpe, Lincolnshire	Robigus	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0169	Pst	16/05/2014	Europe	UK	unknown	Ambition	PstS7	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0172	Pst	13/05/2014	Europe	UK	Great Dunmow	Scout	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
